,title,desc,link,date,year,month,day,datenoyear,placeQID,placename
53," 13.05.18  - Roma, al liceo Benedetto da Norcia ""raid squadrista"" di Blocco studentesco. Aggrediti due studenti"," 13.05.18  - Roma, al liceo Benedetto da Norcia ""raid squadrista"" di Blocco studentesco. Aggrediti due studenti
Avevano protestato contro l’affissione di manifesti abusivi fuori scuola. Il preside: “Ragazzi vittime di aggressione fascista” ",/antifa/article/5787/roma-al-liceo-benedetto-da-norcia-raid-squadrista-di-blocco-studentesco-aggrediti-due-studenti,2018-05-13,2018,5,13,05-13,-,Roma
54,13.05.18  - Milano Aggredite due donne. Tra i picchiatori fascisti la candidata di Casapound," 13.05.18  - Milano Aggredite due donne. Tra i picchiatori fascisti la candidata di Casapound
Un’aggressione squadrista. In piena regola e in pieno giorno. Sabato 28 aprile, tra mezzogiorno e le 13. Via Amedeo angolo via Paladini, Milano.",/antifa/article/5786/milano-aggredite-due-donne-tra-i-picchiatori-fascisti-la-candidata-di-casapound,2018-05-13,2018,5,13,05-13,-,Milano
55," 12.05.18  - Picchiarono due ragazzi fuori da un locale, indagati dodici esponenti di CasaPound"," 12.05.18  - Picchiarono due ragazzi fuori da un locale, indagati dodici esponenti di CasaPound
Hanno aggredito due ragazzi all’esterno di un locale di corso Garibaldi, a Milano, lo scorso 10 marzo. In seguito a quell’episodio, la polizia ha eseguito 12 perquisizioni a carico di altrettanti esponenti milanesi di CasaPound, indagati per lesioni personali in concorso. ",/antifa/article/5785/picchiarono-due-ragazzi-fuori-da-un-locale-indagati-dodici-esponenti-di-casapound,2018-05-12,2018,5,12,05-12,-,Milano
56," 7.05.18  - Pestato a sangue al pub dei neofascisti, denunciata una ragazza"," 7.05.18  - Pestato a sangue al pub dei neofascisti, denunciata una ragazza
Brutale aggressione ai danni di un 25enne svizzero in vacanza a Genova. Dopo essere stato scaraventato a terra, una ragazza gli ha infranto una bottiglia di vetro in volto",/antifa/article/5782/pestato-a-sangue-al-pub-dei-neofascisti-denunciata-una-ragazza,2018-05-07,2018,5,7,05-07,-,Genova
57," 5.05.18  - Qualiano, rissa in Consiglio comunale: colpiti due consiglieri. Scontro tra sindaco e Casapound"," 5.05.18  - Qualiano, rissa in Consiglio comunale: colpiti due consiglieri. Scontro tra sindaco e Casapound
Il primo cittadino riferisce di aggressione verbale e violenza fisica ai danni dei due esponenti del Consiglio. I due consiglieri vittime di fomentatori e squadristi, che non devono trovare posto nella nostra comunità",/antifa/article/5781/qualiano-rissa-in-consiglio-comunale-colpiti-due-consiglieri-scontro-tra-sindaco-e-casapound,2018-05-05,2018,5,5,05-05,-,Qualiano
58," 23.04.18  - Roma: ""Coppia gay aggredita dal branco a Trastevere"""," 23.04.18  - Roma: ""Coppia gay aggredita dal branco a Trastevere""
I ragazzi “accerchiati e colpiti da calci e pugni”.  La sindaca: “Un’offesa alla città”. Battaglia: “Venga al Gay Pride”.",/antifa/article/5774/roma-coppia-gay-aggredita-dal-branco-a-trastevere,2018-04-23,2018,4,23,04-23,-,Roma
59," 21.04.18  - Mario Landolfi, ex ministro di AN, oggi in Fratelli d'Italia,  tira schiaffo a giornalista "," 21.04.18  - Mario Landolfi, ex ministro di AN, oggi in Fratelli d'Italia,  tira schiaffo a giornalista 
Mario Landolfi ha aggredito l’inviato della trasmissione di La 7 ‘Non è l’arena’, Danilo Lupo, colpendolo al volto con un potente schiaffo",/antifa/article/5771/mario-landolfi-ex-ministro-di-an-oggi-in-fratelli-ditalia--tira-schiaffo-a-giornalista-,2018-04-21,2018,4,21,04-21,-,Roma
60," 10.04.18  - Un’altra aggressione omofoba, questa volta a Parma"," 10.04.18  - Un’altra aggressione omofoba, questa volta a Parma
A meno di 24 ore dalla notizia dell’aggressione omofoba e fascista di Roma, dobbiamo darvi conto di un’altra violenza nei confronti di un ragazzo.",/antifa/article/5764/un8217altra-aggressione-omofoba-questa-volta-a-parma,2018-04-10,2018,4,10,04-10,-,Parma
61,9.04.18  - Ventenne gay aggredito a Roma: “Ti facciamo vedere cosa facciamo a quelli come te”," 9.04.18  - Ventenne gay aggredito a Roma: “Ti facciamo vedere cosa facciamo a quelli come te”
quattro ragazzi italiani “vestiti in modo molto simile tra loro e uno aveva una croce celtica tatutata sulla nuca”, ricorda con estrema ucidità. Gli insulti, poi le botte e il coltello sulla schiena",/antifa/article/5762/ventenne-gay-aggredito-a-roma-ti-facciamo-vedere-cosa-facciamo-a-quelli-come-te,2018-04-09,2018,4,9,04-09,Q220,Roma
62,29.03.18  - Benevento Picchiato a scuola per alcuni adesivi," 29.03.18  - Benevento Picchiato a scuola per alcuni adesivi
“Un gravissimo episodio”. Viene definito così, dall’Assemblea Antifascista Beneventana quanto accaduto martedì 27 marzo all’interno di uno degli istituti superiori beneventani. ",/antifa/article/5751/benevento-picchiato-a-scuola-per-alcuni-adesivi,2018-03-29,2018,3,29,03-29,-,Benevento
63," 21.03.18  - Verona Capoturno razzista, di Forza Nuova, picchia lavoratore migrante alla Reggiani Visual"," 21.03.18  - Verona Capoturno razzista, di Forza Nuova, picchia lavoratore migrante alla Reggiani Visual
Un capoturno, prima afferma di essere di Forza Nuova nazista e razzista, prima minaccia di uccidere un lavoratore e infine lo picchia. Vi proponiamo la testimonianza del lavoratore cingalese.",/antifa/article/5747/verona-capoturno-razzista-di-forza-nuova-picchia-lavoratore-migrante-alla-reggiani-visual,2018-03-21,2018,3,21,03-21,-,Verona
64,16.03.18  - Omicidio di Dax 16 marzo 2003," 16.03.18  - Omicidio di Dax 16 marzo 2003
L’omicidio di Dax Davide Cesare è avvenuto nella notte tra il 16 ed il 17 marzo 2003 a Milano, all’esterno del centro sociale autogestito O.R.So., Officina di Resistenza Sociale, di cui la vittima era frequentatore.",/antifa/article/5612/omicidio-di-dax-16-marzo-2003,2018-03-16,2003,3,16,03-16,-,Milano
65," 6.03.18  -  Pisa ""Sei una zecca"", lo aggrediscono alle spalle e lo mandano in ospedale"," 6.03.18  -  Pisa ""Sei una zecca"", lo aggrediscono alle spalle e lo mandano in ospedale
Naso fratturato, ha provato a difendersi in un due contro uno. Tanti messaggi di solidarietà",/antifa/article/5727/-pisa-sei-una-zecca-lo-aggrediscono-alle-spalle-e-lo-mandano-in-ospedale,2018-03-06,2018,3,6,03-06,-,Pisa
66,27.02.18  - Agguato razzista al Rione Libertà. Uno degli aggressori era al comizio del capo di Forza Nuova," 27.02.18  - Agguato razzista al Rione Libertà. Uno degli aggressori era al comizio del capo di Forza Nuova
È stato un barbaro pestaggio xenofobo quello avvenuto ieri al Rione Libertà. Tre uomini hanno inseguito e poi colpito con pietre e mattonelle un giovane extracomunitario",/antifa/article/5715/agguato-razzista-al-rione-libert224-uno-degli-aggressori-era-al-comizio-del-capo-di-forza-nuova,2018-02-27,2018,2,27,02-27,-,Bari
67," 21.02.18  - Perugia, botte e coltellate mentre attaccano manifesti elettorali: ‘Erano in 4’"," 21.02.18  - Perugia, botte e coltellate mentre attaccano manifesti elettorali: ‘Erano in 4’
Due attivisti politici di Potere al popolo sono stati aggrediti martedì sera mentre attaccavano i manifesti elettorali a Ponte Felcino: quattro stilettate a coscia e schiena. Indagano carabinieri e Digos",/antifa/article/5695/perugia-botte-e-coltellate-mentre-attaccano-manifesti-elettorali-erano-in-4,2018-02-21,2018,2,21,02-21,-,Perugia
68," 7.02.18  - Squadrismo a Pavia. In 25 skinheads contro 5 ragazzi: ""negri figli di puttana"" "," 7.02.18  - Squadrismo a Pavia. In 25 skinheads contro 5 ragazzi: ""negri figli di puttana"" 
agguato fascista e razzista in stile paramilitare ai danni di giovanissimi figli di immigrati marocchini. – Il racconto di uno dei giovani inseguito e picchiato dagli skin dopo la lite in discoteca: «Momenti di paura al Ponte coperto»",/antifa/article/5646/squadrismo-a-pavia-in-25-skinheads-contro-5-ragazzi-negri-figli-di-puttana-,2018-02-07,2018,2,7,02-07,-,Pavia
69,6.02.18  - Roma 4 aprile 2013 Picchiato e derubato dell’Ipad Condannati 2 militanti di Casapound," 6.02.18  - Roma 4 aprile 2013 Picchiato e derubato dell’Ipad Condannati 2 militanti di Casapound
Picchiano un ragazzo e poi gli rubano l’ipad. Autori del pestaggio, seguito dalla rapina del tablet, sono stati due militanti di Casapound, Alessandro Catani e Sebastian Magnificat, ieri condannati dal tribunale a 2 anni e 2 mesi",/antifa/article/5652/roma-4-aprile-2013-picchiato-e-derubato-dellipad-condannati-2-militanti-di-casapound,2018-02-06,2018,2,6,02-06,-,Roma
70," 3.02.18  - Macerata, Leghista spara agli immigrati: “6 feriti”. Ha aperto il fuoco in diverse zone di Macerata, gettando nel panico la città per oltre due ore."," 3.02.18  - Macerata, Leghista spara agli immigrati: “6 feriti”. Ha aperto il fuoco in diverse zone di Macerata, gettando nel panico la città per oltre due ore.
Ha aperto il fuoco in diverse zone di Macerata, gettando nel panico la città per oltre due ore. Girando su un’Alfa Romeo 147 nera, ha aperto il fuoco con una pistola prendendo di mira gli immigrati, ferendone almeno 6: 2 sono gravi",/antifa/article/5643/macerata-leghista-spara-agli-immigrati-6-feriti-ha-aperto-il-fuoco-in-diverse-zone-di-macerata-gettando-nel-panico-la-citt-per-oltre-due-ore,2018-02-03,2018,2,3,02-03,-,Macerata
71," 27.01.18  - Torino, picchiati davanti a scuola dai militanti di Blocco studentesco: ""Aggressione fascista"""," 27.01.18  - Torino, picchiati davanti a scuola dai militanti di Blocco studentesco: ""Aggressione fascista""
Studenti aggrediti dai militanti di Blocco Studentesco fuori dall’istituto Colombatto di Torino dove un gruppo di militanti della formazione giovanile di estrema destra aveva organizzato un volantinaggio. ",/antifa/article/5631/torino-picchiati-davanti-a-scuola-dai-militanti-di-blocco-studentesco-aggressione-fascista,2018-01-27,2018,1,27,01-27,-,Torino
72,14.01.18  -  Genova: Antifascista accoltellato da militanti di Casapound," 14.01.18  -  Genova: Antifascista accoltellato da militanti di Casapound
Gli aggressori brandivano bottiglie, cinghie e coltelli: nel breve scontro, un antifascista e’ stato circondato e colpito due volte con un coltello alla schiena.",/antifa/article/5603/-genova-antifascista-accoltellato-da-militanti-di-casapound,2018-01-14,2018,1,14,01-14,-,Genova
73,29.12.17  - Bengalese pestato in piena notte mentre torna da lavoro," 29.12.17  - Bengalese pestato in piena notte mentre torna da lavoro
A quanto pare, a Roma i «bangla tour» non sono mai finiti. Vi sono stati in questi mesi ancora pestaggi neofascisti contro lavoratori bengalesi. Solo che adesso i media sono in campagna elettorale e non ne parlano. ",/antifa/article/5590/bengalese-pestato-in-piena-notte-mentre-torna-da-lavoro,2017-12-29,2017,12,29,12-29,-,Roma
74," 15.12.17  - Come uccidono i fascisti , oggi in Italia."," 15.12.17  - Come uccidono i fascisti , oggi in Italia.
omicidi per mano fascista i questi anni recenti",/antifa/article/5078/come-uccidono-i-fascisti--oggi-in-italia,2017-12-15,2017,12,15,12-15,Q38,Italia
75,11.12.17  - A Monza spedizione punitiva di una squadraccia fascista a colpi di mazze contro un bar," 11.12.17  - A Monza spedizione punitiva di una squadraccia fascista a colpi di mazze contro un bar
Militanti vicini a Forza Nuova o ad altre forze di estrema destra sarebbero sospettati di aver compiuto un’azione punitiva contro un barista di Monza nella notte tra sabato 9 e domenica 10 dicembre.",/antifa/article/5555/a-monza-spedizione-punitiva-di-una-squadraccia-fascista-a-colpi-di-mazze-contro-un-bar,2017-12-11,2017,12,11,12-11,-,Monza
76," 9.12.17  - Paura a Forlì, polizia anti sommossa al mercatino di Natale per il sit-in di Forza Nuova"," 9.12.17  - Paura a Forlì, polizia anti sommossa al mercatino di Natale per il sit-in di Forza Nuova
I militanti del gruppo di estrema destra armati di bastoni hanno colpito un sindacalista della Fiom. Tensione in pieno centro nel giorno dell’Immacolata ",/antifa/article/5547/paura-a-forl-polizia-anti-sommossa-al-mercatino-di-natale-per-il-sit-in-di-forza-nuova,2017-12-09,2017,12,9,12-09,-,Forlì
77,23.11.17  - Ascoli: dirigente di Casa Pound accusato di aver picchiato studente antifascista," 23.11.17  - Ascoli: dirigente di Casa Pound accusato di aver picchiato studente antifascista
Il responsabile provinciale del Blocco Studentesco, associazione giovanile di Casa Pound, è accusato di aver picchiato uno studente fuori da una scuola. La vittima era stata eletta nel consiglio d’istituto con una lista antifascista.",/antifa/article/5525/ascoli-dirigente-di-casa-pound-accusato-di-aver-picchiato-studente-antifascista,2017-11-23,2017,11,23,11-23,-,Ascoli Piceno
78,23.11.17  - Veronetta Aggressione Un ferito davanti a CasaPound," 23.11.17  - Veronetta Aggressione Un ferito davanti a CasaPound
Il ragazzo colpito precedentemente dal bicchiere veniva nuovamente attaccato, venendo ferito questa volta da un colpo dell’ombrellone. Anche le ragazze, nel tentativo di difenderlo, venivano malmenate.",/antifa/article/5592/veronetta-aggressione-un-ferito-davanti-a-casapound,2017-11-23,2017,11,23,11-23,-,Veronetta
79,2.11.17  - Napoli minorenne del Fronte della Gioventu' Comunista ferito durante un assalto fascista," 2.11.17  - Napoli minorenne del Fronte della Gioventu' Comunista ferito durante un assalto fascista
Nella serata del 2 novembre, nei dintorni della fermata metro Cavour, intenti nell’attività di propaganda per il corteo dell’11 novembre sul centenario della Rivoluzione Russa a Roma, alcuni dei nostri militanti sono stati vittima di un’aggressione fascista.",/antifa/article/5650/napoli-minorenne-del-fronte-della-gioventu-comunista-ferito-durante-un-assalto-fascista,2017-11-02,2017,11,2,11-02,-,Napoli
80," 2.11.17  - La scuola di razzismo nella sede di Forza Nuova a Roma: ""Picchiate i bengalesi"""," 2.11.17  - La scuola di razzismo nella sede di Forza Nuova a Roma: ""Picchiate i bengalesi""
In 3 anni 59 cittadini bengalesi  al pronto soccorso del Vannini, l’ospedale che si trova ad appena un paio di chilometri dalla sede di Forza Nuova, per aggressioni fisiche. Le accuse nell’informativa dei carabinieri del Ros. Un papà: “Mio figlio dallo psicologo per guarirlo dall’odio”.",/antifa/article/5493/la-scuola-di-razzismo-nella-sede-di-forza-nuova-a-roma-picchiate-i-bengalesi,2017-11-02,2017,11,2,11-02,-,Roma
81," 14.10.17  - Rifiuta un volantino, aggredito dai militanti di CasaPound"": la vicenda a Cagliari"," 14.10.17  - Rifiuta un volantino, aggredito dai militanti di CasaPound"": la vicenda a Cagliari
In piazza Ingrao ai danni di un passante che, in compagnia di una ragazza, ha accartocciato un loro volantino suscitando una discussione. Dalle parole si è passati alle mani terminando in rissa”.",/antifa/article/5469/rifiuta-un-volantino-aggredito-dai-militanti-di-casapound-la-vicenda-a-cagliari,2017-10-14,2017,10,14,10-14,-,Cagliari
82,12.10.17  - Candidato di FI aggredito da CasaPound a Ostia," 12.10.17  - Candidato di FI aggredito da CasaPound a Ostia
Tensione a Ostia, dov’è in corso la campagna elettorale per le elezioni municipali in programma il 5 novembre. Un candidato di Forza Italia, Luigi Zaccaria, sarebbe stato aggredito da un militante di CasaPound.",/antifa/article/5468/candidato-di-fi-aggredito-da-casapound-a-ostia,2017-10-12,2017,10,12,10-12,-,Ostia
83," 2.10.17  - Genova, aggressione a militante del Pcl: denunciati due esponenti dell'ultradestra"," 2.10.17  - Genova, aggressione a militante del Pcl: denunciati due esponenti dell'ultradestra
Sostenitori di Casapound e residenti in Lombardia, sono noti agli inquirenti in quanto legati agli ultrà dell’Inter",/antifa/article/5606/genova-aggressione-a-militante-del-pcl-denunciati-due-esponenti-dellultradestra,2017-10-02,2017,10,2,10-02,-,Genova
84,25.09.17  - Veronetta Aggressione neofascista," 25.09.17  - Veronetta Aggressione neofascista
verso le 3 di notte, un gruppo di fascisti ha attaccato di soppiatto alcune persone che stavano tornando alle proprie macchine dopo un concerto punk, riuscendo a colpire e ferire una ragazza.",/antifa/article/5449/veronetta-aggressione-neofascista,2017-09-25,2017,9,25,09-25,-,Veronetta
85," 23.09.17  - Aggressione razzista al Tiburtino III ""Negro!"". E poi parte la violenza "," 23.09.17  - Aggressione razzista al Tiburtino III ""Negro!"". E poi parte la violenza 
Mercoledì sera un eritreo di 30 anni è stato insultato e picchiato da alcuni uomini a bordo di un’auto in via Grotta di Gregna: è in ospedale per fratture al volto e ha sporto denuncia",/antifa/article/5447/aggressione-razzista-al-tiburtino-iii-negro-e-poi-parte-la-violenza-,2017-09-23,2017,9,23,09-23,-,Roma
